job_company,questions,answers,country,area
Analyst Data Science at Criteo was asked...,What are your career plans for the next 2-5 years?,No answer,Spain,
Data Science Analyst at Criteo was asked...,"Question about SQL queries, Python, Tableau experience and past data science projects.",No answer,Spain,
Data Scientist at Seedtag was asked...,Whiteboard algorithm problem,No answer,Spain,
Data Scientist at Stratio was asked...,"Machine learning concepts, algorithms, metrics, cross-validation, recommender systems... sometimes a practical case similar to some project the company is doing.",No answer,Spain,
Data Scientist at Cien was asked...,- Why this company? How do you feel about the start-up environment? - Number of years of experience in their tools and technologies.,No answer,Spain,
Data Scientist at AKKA Technologies was asked...,"Tecnologías con las que he trabajado, experiencia profesional y académica con ciertas tecnologías.",No answer,Spain,
Data Analyst at Management Solutions was asked...,Salary expectations and my availability for work,No answer,Spain,
Junior Data Analyst at Vistaprint was asked...,How do you imagine yourself in 5 years from now?,No answer,Spain,
Data Scientist at Geoblink was asked...,Why did you use this algorithm? How did you select the most important features?,No answer,Spain,
Data Scientist at NatWest Group was asked...,All kinds of personal questions,No answer,Spain,
Data Science at King was asked...,Describe a difficult team problem and how you solved the problem.,No answer,Spain,
Data Science at King was asked...,Why do you want to work at King?,No answer,Spain,
Data Analyst at King was asked...,Tell me about a time you showed expertise to fix something,No answer,Spain,
Senior Data Analyst at LIFULL Connect was asked...,"Es importante que los candidatos muestren una personalidad afín con los valores de la empresa y por eso motivo, no sólo es importante la trayectoria profesional y la experiencia, sino también que la persona sea una buena incorporación dentro del equipo y la organización.",No answer,Spain,
Marketing Data Analyst at Socialpoint was asked...,"1. Do you like playing computer games? If yes, which are you favorite? 2. Do you know anything about SocialPoint?",No answer,Spain,
Data Analyst Intern at Glovo was asked...,- Sobre experiencia previa y motivación por el puesto. - Sobre dominio de SQL y Python con ejercicios.,No answer,Spain,
Data Analyst at Glovo was asked...,Diferencia entre WHERE y HAVING,No answer,Spain,
Senior Data Analyst at Glovo was asked...,"What is the difference between the mean, median and mode?",No answer,Spain,
Data Analyst at Glovo was asked...,Por qué trabajar en Glovo?,No answer,Spain,
Data Analyst Intern at Stuart was asked...,Realizar varias queries en SQL que involucraban diferentes tablas.,No answer,Spain,
Data Analyst at Allianz was asked...,"Cosas muy generales como: intereses profesionales, interés en proyección laboral, ganas de aprender, etc etc etc.",No answer,Spain,
Data Analyst at Tech Data was asked...,Prefiero no contestar a esta pregunta,No answer,Spain,
Data Analyst at Gartner was asked...,My technical assessment was to write code to answer questions both in R and SQL. There were also questions about concepts related to data distribution.,No answer,Spain,
Big Data Analyst at adidas was asked...,If I was able to relocate to their headquarters,No answer,Spain,
Data Analyst at IQVIA was asked...,"The technical assessment involved SQL, SAS and Excel. Manager interview questions: How did you obtain insights out of data. Which algorithms you used to identify opportunities.",No answer,Spain,
Data Scientist at Telefónica was asked...,How would you do a fraud detection system?,No answer,Spain,
Data Analyst at Morningstar was asked...,Why do you think yourself best candidate for this position?,No answer,Spain,
Data Scientist at TeamCMP was asked...,Describe como funciona un algoritmo supervisado de ML. Describe como funciona un no supervisado. Preguntas de experiencia y como lo resolviste.,No answer,Spain,
Data Scientist at Criteo was asked...,"Why Criteo? What makes Criteo different from the competitors? Why do you think this works well? If I was a child, how would you explain to me how our products work?",No answer,Spain,
Analyst Data Science at Criteo was asked...,How would you explain Criteo's business model to an expert in re-targeting?,No answer,Spain,
Data Scientist at TeamCMP was asked...,Describe como funciona un algoritmo supervisado de ML. Describe como funciona un no supervisado. Preguntas de experiencia y como lo resolviste.,No answer,Spain,
Web Developer at Glovo was asked...,"""Imagine its your first week in the company and I ask you to do a presentation of your choice in front of your colleagues, what would it be about?""",My Chioce will be service render,Spain,Web Developer
Web Developer at Glovo was asked...,They asked me to explain how the Internet works,First your network must be strong and fast you must have a long charging power bank in case your battery phone runs is about to rundawn glovo send order only when your battery percent is 10 anything lesser than ten percent you will not rescieve any order from glovo,Spain,Web Developer
Web Developer at Adaptive Financial Consulting was asked...,Tell us about component lifecycle in React.,"Mentioned the most useful core methods, but they insisted on describing even deprecated ones.",Spain,Web Developer
Junior Web Developer at Marfeel was asked...,"You don't have to say if you don't want to, but how much did you make at your last company?",I told them the range of how much it was.,Spain,Web Developer
Web Developer at Avature was asked...,Revisión de código + 2 ejercicios de programación.,No answer,Spain,Web Developer
Desarrollador Web at Denodo was asked...,Unas 30 preguntas técnicas tipo test que la mayoría nada tenían que ver con lo que solicitaban en la oferta de trabajo.,No answer,Spain,Web Developer
Junior Web Developer at Netguru was asked...,They gave me a practical task to complete.,No answer,Spain,Web Developer
Desarrollador Web Junior at Sopra Steria was asked...,Acerca de mis intereses e inquietudes,No answer,Spain,Web Developer
Full Stack Web Developer at Gamesys was asked...,Much more...,No answer,Spain,Web Developer
Full Stack Web Developer at Gamesys was asked...,what's immutability? explain,No answer,Spain,Web Developer
Desarrollador Web at Capgemini was asked...,"Experiencia, nivel en ciertas tecnologías, predisposición..",No answer,Spain,Web Developer
Desarrollador Web at GRUPO OESÍA was asked...,Se planteó un debate entre los asistentes a la entrevista con motivo de ponernos de acuerdo en una decisión,No answer,Spain,Web Developer
Web Developer at Bay Media was asked...,Tell me about yourself?,No answer,Spain,Web Developer
Web Developer at Bay Media was asked...,What is your weakness?,No answer,Spain,Web Developer
Desarrollador Web at Denodo was asked...,Preguntas abiertas sobre lo que esperaba de la empresa y si los conocía de antes.,No answer,Spain,Web Developer
Desarrollador Web at Holded was asked...,"Años de experiencia, si trabajaba con las tecnologías que utilizan, tiempo de experiencia y por ultimo realice una prueba tecnica.",No answer,Spain,Web Developer
.NET Web Developer at Electronic Arts was asked...,Which programming language do you prefer?,No answer,Spain,Web Developer
Full Stack Web Developer at Gamesys was asked...,differences between list and hash (Java),No answer,Spain,Web Developer
Web Developer at Atrapalo was asked...,"Mi motivación para trabajar en Atrápalo, si conocía la empresa o tenía algún conocido trabajando dentro, mi formación técnica y mi experiencia laboral.",No answer,Spain,Web Developer
Desarrollador Web at Seidor was asked...,Cuantos años de experiencia tenia.,No answer,Spain,Web Developer
Web Developer at Bay Media was asked...,How would you improve our business?,No answer,Spain,Web Developer
.NET Web Developer at Electronic Arts was asked...,Familiar with Agile?,No answer,Spain,Web Developer
